"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ATP1A1",9.07951816471903e-255,3.28998731633064,0.996,0.508,2.15039308213206e-250
"CD59",1.15151314218012e-254,3.11652503056019,0.998,0.445,2.7272437259394e-250
"CTSL1",7.95377609473031e-254,3.82477304568577,0.914,0.256,1.88377233027593e-249
"AEBP1",1.44019948905809e-252,3.28410379638159,0.9,0.235,3.41096846988518e-248
"ITGB3",2.78069590619204e-247,3.23637066759225,0.689,0.107,6.58580018422522e-243
"ATP1B1",5.37750238368625e-247,2.6563188755643,0.866,0.201,1.27360766455225e-242
"SLC26A2",1.06558893834321e-246,4.85987648674471,0.976,0.631,2.52374084157207e-242
"SLC5A3",1.43771752832162e-245,2.79170735294466,0.924,0.265,3.40509019407691e-241
"LGALS3BP",2.59622828017005e-245,2.50696075347757,0.98,0.334,6.14890705875475e-241
"PMEL",1.23519344780347e-244,2.12229680629589,0.986,0.299,2.92543216177774e-240
"CTSB",1.04944305695724e-243,3.799918000951,1,0.943,2.48550093609753e-239
"SHC4",1.67880757224517e-242,3.49548987939097,0.737,0.138,3.97608785410546e-238
"GPNMB",4.76582455150607e-242,1.88591976445013,0.974,0.272,1.1287378867787e-237
"NPC2",2.80750327742669e-240,2.65700340985155,0.992,0.411,6.64929076225738e-236
"LOXL4",1.06576717271945e-239,2.44581275395036,0.721,0.128,2.52416297186875e-235
"SNCA",2.73674862460079e-238,2.4194959157738,0.916,0.223,6.48171544250451e-234
"GDF15",3.20389312354133e-238,3.18379633962805,0.745,0.14,7.58810047379529e-234
"GAA",3.0285324731645e-237,2.83833482891821,0.864,0.23,7.17277630944279e-233
"IGF1R",1.62459320224145e-236,2.67626058487088,0.896,0.241,3.84768654018865e-232
"CTTNBP2",9.7822232991253e-236,4.00578777471481,0.463,0.038,2.31682176616484e-231
"SLC7A8",2.88452649064555e-235,2.12207039754077,0.754,0.134,6.83171254044493e-231
"DUSP6",5.65383250572443e-233,3.30948858476525,0.954,0.318,1.33905369065577e-228
"TCN1",1.71547889121448e-232,4.72944451915888,0.393,0.023,4.06294020595238e-228
"CSAG1",2.25480138597442e-232,3.46279586658395,0.619,0.088,5.34027160254181e-228
"SORT1",1.63892993170589e-231,3.33659475557071,0.856,0.216,3.88164165025223e-227
"LOC146481",5.73995734153571e-231,4.49421371895186,0.471,0.042,1.35945149676932e-226
"PRSS23",5.92391926266555e-231,1.63243402179801,0.786,0.151,1.40302103816971e-226
"C4B",1.20341530229222e-230,3.23062593617194,0.389,0.022,2.85016880194889e-226
"MFI2",9.60026433186809e-230,2.38867704585852,0.715,0.124,2.27372660435964e-225
"FXYD3",1.35608004431496e-229,1.88573576541459,0.78,0.147,3.21173997695555e-225
"CST3",3.78760467263133e-229,1.22773683031167,0.978,0.315,8.97056290666004e-225
"RAB34",4.41762453378364e-228,2.89526105012834,0.768,0.162,1.04627019458132e-223
"TNFRSF12A",1.47195563810528e-227,2.85310146916901,0.667,0.111,3.48617973328854e-223
"CD151",1.88594656879379e-227,3.21142231269165,0.862,0.253,4.46667585353121e-223
"ATP9A",4.62122400460699e-226,1.97584810120985,0.701,0.122,1.09449069325112e-221
"GRN",3.96409820594034e-225,2.49109932630201,0.98,0.425,9.38857019094909e-221
"G6PC3",6.83585868173067e-225,3.09899732144682,0.848,0.23,1.61900477018109e-220
"MMP14",6.86351080641091e-225,3.54748807014563,0.78,0.171,1.62555389939036e-220
"LAMB2",1.62737964144011e-223,2.40599249247998,0.876,0.225,3.85428594278676e-219
"ETV5",2.48924269957968e-222,2.42880171927137,0.9,0.236,5.89552240968451e-218
"DIP2C",1.68935496416225e-221,2.79659918076857,0.788,0.181,4.00106829712187e-217
"CTSD",1.9425345147737e-220,2.8268033931117,0.988,0.61,4.60069874479004e-216
"MAGEA3",2.03821610616571e-220,3.20551107965707,0.577,0.078,4.82731102584288e-216
"IGSF3",8.4232715608082e-220,2.4646865944481,0.82,0.185,1.99496763646181e-215
"CHPF",2.91216309074715e-219,3.30014258170991,0.776,0.179,6.89716706412555e-215
"AGA",1.06596593484686e-218,2.34954109871452,0.78,0.182,2.5246337200913e-214
"MDK",2.32466569147134e-218,2.2620367111021,0.657,0.109,5.50573822368073e-214
"CAV1",5.67321603893842e-216,1.91871924803547,0.922,0.264,1.34364448666218e-211
"SOX10",2.02283107143045e-214,2.33765864167134,0.83,0.195,4.79087310957589e-210
"BAIAP2",1.41719129185203e-212,2.29912022657719,0.814,0.195,3.35647585562234e-208
"TP53TG3C",3.23604261278419e-212,5.07662659601544,0.375,0.024,7.66424332411807e-208
"AGRN",3.94511034348573e-212,3.48538817265425,0.671,0.13,9.34359933751161e-208
"FBXO32",6.19537070339405e-211,2.7227538286907,0.9,0.293,1.46731159739185e-206
"SGCE",8.37676309179367e-211,2.74207686955666,0.723,0.149,1.98395257066041e-206
"TJP1",6.39766644631978e-210,2.50558076141024,0.766,0.171,1.51522332114638e-205
"CELSR2",7.15838275095514e-210,3.38226336242742,0.661,0.121,1.69539137073622e-205
"ACSL3",4.50726379570084e-209,2.57403568364355,0.914,0.291,1.06750035737379e-204
"QDPR",8.36278411204735e-209,2.47151180017812,0.818,0.206,1.98064178909729e-204
"ST3GAL4",7.74581075937161e-207,2.56813673766293,0.84,0.213,1.83451782024957e-202
"SCCPDH",2.90505458513914e-206,2.21319775024625,0.864,0.242,6.88033127944355e-202
"KCNK15",1.18695856407576e-205,5.7905956120168,0.275,0.007,2.81119266315703e-201
"LGALS1",2.23153341122507e-205,1.70652797914874,0.994,0.445,5.28516373114546e-201
"EEA1",4.90765376712812e-205,2.39370993980745,0.91,0.31,1.16232871820662e-200
"PTPRR",1.09113734595713e-204,4.80290147956952,0.313,0.013,2.58424969016487e-200
"IGSF8",7.92118685836096e-203,2.45089663041173,0.894,0.292,1.87605389553421e-198
"STXBP1",1.23091248191828e-201,1.39322282574966,0.886,0.22,2.91529312217526e-197
"DAG1",1.38698142333079e-201,3.16746400453536,0.926,0.412,3.28492680301665e-197
"MCAM",6.51660140057974e-200,3.46438629013476,0.924,0.483,1.54339187571331e-195
"ALDH1A1",9.05249418305086e-200,1.92120096546442,0.647,0.109,2.14399272231377e-195
"BIRC7",1.06758130501743e-198,3.20360883839607,0.627,0.112,2.52845956280328e-194
"PACSIN2",2.03081450491953e-198,2.37308998211745,0.888,0.284,4.80978107345141e-194
"FKBP10",1.00614660238545e-197,2.05064245870627,0.719,0.146,2.38295761308971e-193
"CPVL",3.67238131659842e-196,1.3855523239819,0.667,0.124,8.6976679102317e-192
"CRYAB",4.16259661247178e-194,0.73640105651638,0.762,0.147,9.85869381697816e-190
"OSBPL5",1.24696427518844e-193,2.55661413441932,0.603,0.106,2.95331018935629e-189
"SSX2",1.18551069400851e-192,6.27824178145829,0.351,0.025,2.80776352768976e-188
"LINC00673",1.34162693097692e-192,3.3795141720671,0.858,0.339,3.17750922332575e-188
"FASN",2.94275552100493e-192,3.34037166798537,0.792,0.233,6.96962217594809e-188
"CCND1",6.61665068293148e-191,0.91771707749809,0.856,0.237,1.56708754774549e-186
"SPRY4",9.47918656391441e-191,2.54316205951404,0.723,0.164,2.24505054579749e-186
"PAEP",1.06475978344674e-190,1.51755984683095,0.421,0.039,2.52177707111525e-186
"FGFR1",1.08891981169462e-190,2.88838009294553,0.844,0.315,2.57899768201755e-186
"HSPB1",9.80674565012564e-189,1.92911618821824,0.994,0.503,2.32262963977576e-184
"OR7A5",7.40415221403153e-188,5.5630188302213,0.337,0.022,1.75359941037123e-183
"TP53TG3",1.82316626718475e-187,4.49742498116203,0.315,0.017,4.31798698720037e-183
"TP53TG3B",1.82316626718475e-187,4.49742498116203,0.315,0.017,4.31798698720037e-183
"RAB17",2.36446308257231e-185,3.15211337846633,0.595,0.11,5.59999436476425e-181
"SLC24A5",3.29125588392105e-185,3.0150386911196,0.647,0.134,7.79501043547862e-181
"ERBB3",4.79787323350508e-185,2.640166674054,0.928,0.403,1.13632829662334e-180
"S100A16",6.61131500775177e-185,1.21733409315498,0.707,0.144,1.56582384643593e-180
"METTL7B",1.05922539186381e-184,5.51772431175165,0.357,0.028,2.50866941809025e-180
"PLCB1",1.96882630219959e-184,3.06476692816901,0.477,0.061,4.66296821412951e-180
"MITF",4.96966049513771e-184,1.76101432069688,0.854,0.231,1.17701439166842e-179
"NT5DC3",1.26738931483501e-183,2.98746867927676,0.988,0.881,3.00168485325524e-179
"SYNGR1",1.04368246826548e-182,2.73884741716858,0.747,0.195,2.47185755783996e-178
"NPC1",1.2951247614804e-182,2.47079065405497,0.868,0.313,3.06737348509018e-178
"MTRNR2L6",6.06729809205597e-182,1.94066696139551,0.996,0.99,1.43697888012254e-177
"PPP1R9A",3.89001835613291e-181,3.13500940821922,0.671,0.163,9.21311947466519e-177
"ENTPD6",1.2904779327986e-179,2.44979844109743,0.802,0.244,3.05636793604019e-175
"ETV4",2.44091546046419e-179,2.71071289656179,0.583,0.102,5.78106417656339e-175
"SGCD",3.44189962571537e-179,2.68163458521522,0.689,0.153,8.15179507354428e-175
"SEMA3B",4.01336844249795e-179,2.35660335295455,0.601,0.109,9.50526181921215e-175
"PLP1",6.54644573669152e-179,1.14339237394227,0.868,0.221,1.55046020827802e-174
"LRPAP1",2.04293301208639e-178,2.4436416428802,0.994,0.937,4.83848254582539e-174
"CNP",4.91939681481735e-178,2.20440935228847,0.958,0.414,1.16510994162134e-173
"ST6GALNAC2",2.40811591057399e-177,2.9280976322271,0.623,0.128,5.70338172260344e-173
"NHSL1",7.7088232443028e-177,2.01081227863822,0.741,0.175,1.82575769718068e-172
"TSPAN3",1.44306655326494e-176,2.10416509316572,0.938,0.395,3.41775882475269e-172
"SCARB2",1.82644743803092e-176,2.88901783912993,0.972,0.739,4.32575811223244e-172
"SRPX",1.99521109490607e-176,2.14245951376998,0.717,0.165,4.72545795717554e-172
"CITED1",2.24287478642934e-176,3.85073897786384,0.425,0.048,5.31202464417924e-172
"CSAG3",4.21229148448007e-176,3.18223129680972,0.525,0.084,9.9763911518426e-172
"ENDOD1",2.6705681826601e-175,2.08109403645472,0.838,0.248,6.32497368381219e-171
"LAMP2",6.42176294326099e-175,2.49855273484102,0.978,0.763,1.52093033548193e-170
"MFAP2",2.27457516471373e-174,2.0687030785911,0.511,0.076,5.387103820108e-170
"STMN1",2.62316164658888e-174,1.96944558762945,0.982,0.648,6.2126960437811e-170
"MAGEA6",5.49386920954626e-174,2.92507554578298,0.563,0.099,1.30116798358894e-169
"MTRNR2L1",5.00447832360787e-173,1.70826047284838,0.996,0.998,1.18526064616329e-168
"MTRNR2L10",7.39274697451438e-173,1.85954739647213,0.994,0.993,1.75089819344399e-168
"CTHRC1",1.30283762463917e-172,1.35895930993727,0.776,0.199,3.08564063019542e-168
"CSRP1",1.78520601202419e-172,1.97100434885121,0.93,0.339,4.2280819188781e-168
"GLCE",4.71098763911859e-172,2.93016119066052,0.603,0.124,1.11575031244885e-167
"EGR1",7.6360159418336e-172,2.03369405016688,0.922,0.431,1.80851401566387e-167
"MOK",4.44624515232045e-170,3.3865820024835,0.838,0.384,1.05304870187558e-165
"MIF",4.96424667045887e-170,1.93648942978415,1,0.781,1.17573218143148e-165
"CYSTM1",7.83761113640506e-169,2.18416805564014,0.834,0.264,1.85625982154617e-164
"TANC1",1.54079692244709e-168,2.20992437042139,0.741,0.197,3.64922343112369e-164
"PLOD3",2.27026438061336e-168,1.94688640197803,0.874,0.283,5.37689415904468e-164
"SHROOM2",3.12349456975756e-167,3.76237810829472,0.483,0.074,7.39768453901381e-163
"NES",7.10038012953602e-167,2.6697117403983,0.587,0.116,1.68165402987931e-162
"SIRPA",1.53688739127501e-166,2.30454680294845,0.709,0.184,3.63996409749572e-162
"MICALL2",1.03113986873289e-165,3.39500517540668,0.513,0.087,2.44215166510697e-161
"THBD",6.91632692147629e-164,1.37833488474566,0.479,0.069,1.63806286808244e-159
"LOC100130370",8.31633503993663e-164,3.47544075879674,0.455,0.066,1.96964079085859e-159
"NFE2L1",8.61110064161222e-164,2.43081477737099,0.816,0.283,2.03945307595944e-159
"TENC1",1.1520279364101e-163,2.33628400463114,0.611,0.129,2.72846296459368e-159
"TSPAN7",2.70298323554729e-163,1.37997093330744,0.557,0.098,6.40174549507019e-159
"ROPN1B",3.10841002882078e-163,2.7235096077306,0.605,0.126,7.36195831225914e-159
"PPT2",3.48638404549371e-163,2.75794117134311,0.665,0.164,8.25715197334731e-159
"BACE21",5.25643606680172e-163,1.79306118466707,0.782,0.222,1.24493431806132e-158
"AP1S2",6.68492614570121e-163,1.23444311023093,0.98,0.401,1.58325790834787e-158
"MRPS6",9.67766618425343e-163,1.90286246334943,0.926,0.374,2.29205845907858e-158
"FTH1",7.32268854659272e-162,1.40664345919003,1,0.961,1.73430555537502e-157
"HSP90AA11",1.09170446696248e-160,1.23599073317979,1,0.908,2.58559285955395e-156
"P4HA2",1.85211806179859e-160,3.18353591433741,0.619,0.141,4.38655641756377e-156
"MLPH",2.93415101086761e-160,1.55267942052581,0.872,0.315,6.94924325413885e-156
"RAB13",3.32434381875178e-160,1.7828309631242,0.834,0.255,7.87337590033171e-156
"PCDHGC3",3.73623846891239e-160,2.41880609447375,0.707,0.188,8.8489071897721e-156
"C1orf85",3.91192331917559e-160,1.70406156357001,0.842,0.266,9.26499918913546e-156
"LDOC1",5.96391708101042e-160,1.95468454924313,0.433,0.055,1.41249412146651e-155
"SDC4",1.18519516142345e-159,2.34923871208462,0.725,0.201,2.80701622031531e-155
"CREG1",1.52371837479788e-159,1.93423496868338,0.737,0.212,3.60877459887131e-155
"LOC100127888",1.69183370671393e-159,3.53029149990568,0.431,0.059,4.00693895098127e-155
"MTRNR2L3",3.37174418236947e-159,1.76326198514309,0.984,0.972,7.98563892152385e-155
"AHNAK2",1.33783336731985e-158,2.75456418772012,0.575,0.114,3.16852454716033e-154
"ANXA1",1.37927672346427e-158,1.48773886582533,0.96,0.379,3.26667899185278e-154
"PSAP",3.43724598747784e-158,2.02245845677267,0.99,0.69,8.1407733967425e-154
"ASAH1",4.25303537827173e-158,1.71793628950286,0.954,0.392,1.00728889898988e-153
"LOC340357",1.05630211712627e-157,3.55264552822058,0.485,0.081,2.50174593420186e-153
"MLANA",5.30841512715516e-157,1.78282114174582,0.972,0.72,1.25724503871543e-152
"CYTH3",1.34779094546752e-156,2.36669586113829,0.633,0.148,3.19210807524528e-152
"ADIPOR2",2.0802379102545e-156,2.27338578944505,0.725,0.211,4.92683546664675e-152
"NRP2",5.86372957436489e-156,1.17500747100728,0.81,0.218,1.38876571239258e-151
"SEC11C",9.16234572508985e-156,1.71429444793088,0.916,0.368,2.17000996153028e-151
"CERCAM",4.26845991442647e-155,3.10561866229632,0.579,0.126,1.01094204613277e-150
"SHC1",4.14473498857791e-153,2.0153172928188,0.926,0.4,9.81639034694792e-149
"ACTN1",6.50429566799236e-153,1.65012533116851,0.874,0.299,1.54047738600731e-148
"SEMA3C",9.26080398662669e-153,2.51554537991607,0.599,0.133,2.19332881619267e-148
"ARC",3.0502634913346e-152,7.33859683012657,0.261,0.015,7.22424405287688e-148
"DLGAP1",3.20949018012899e-152,2.73950100538918,0.443,0.064,7.60135654261751e-148
"POLR2F",3.27064205012748e-152,1.66435004036133,0.896,0.335,7.74618863152193e-148
"TTC8",1.21952299212808e-151,3.75290557317457,0.511,0.098,2.88831825455615e-147
"LTBP3",1.38257120268716e-151,1.69098596237046,0.749,0.21,3.27448163644427e-147
"GLUL",4.78333484362121e-151,1.03677088482942,0.898,0.311,1.13288502436325e-146
"ST3GAL6-AS1",4.66832461168659e-150,4.05012627744825,0.379,0.047,1.10564600103185e-145
"COL16A1",4.74399544649541e-150,2.58300465876603,0.573,0.124,1.12356788154797e-145
"SSX2B",5.24665307049718e-150,5.88569357041854,0.291,0.022,1.24261731321655e-145
"FAT1",7.14215374994501e-150,1.9454816563491,0.511,0.093,1.69154769413698e-145
"ATP6V0B",1.8521468494535e-149,1.78459608808267,0.944,0.431,4.38662459824567e-145
"LMNA",2.13070627657008e-149,1.46133748618189,0.964,0.374,5.04636474542858e-145
"CNN3",6.74263918916946e-149,1.12633300314175,0.852,0.265,1.59692666556289e-144
"WIPI1",9.92559930460134e-149,1.87203620482606,0.784,0.243,2.35077893930178e-144
"DYNLRB1",9.40949717653713e-148,1.95703974451119,0.95,0.463,2.22854531129105e-143
"DHCR24",2.37921379761943e-147,2.27497434331862,0.607,0.14,5.63492995828186e-143
"IMMP2L",3.30672650240388e-147,2.03164306067448,0.595,0.135,7.83165104829334e-143
"MTRNR2L8",1.11208187443348e-146,1.4371334778777,1,0.998,2.63385471140825e-142
"HIST1H2BD",1.8147197916105e-146,2.00853016247743,0.645,0.161,4.2979823544503e-142
"CFI",4.00958544699209e-145,1.91994542506298,0.437,0.064,9.49630217265607e-141
"CTTN",5.83872777595722e-145,0.578567051430316,0.946,0.306,1.38284428645771e-140
"CDH1",5.36664766278419e-144,3.45468169194855,0.872,0.567,1.27103683245381e-139
"CTNNA1",1.37698111505395e-143,1.89764447384928,0.876,0.337,3.26124207289378e-139
"GYG2",1.45246503909609e-143,2.44744753243916,0.561,0.119,3.44001819859518e-139
"SLC7A5",1.44325348655448e-142,1.55459031545026,0.854,0.304,3.41820155755564e-138
"BCL2L13",1.65625831789721e-142,1.8554323373457,0.778,0.269,3.92268220010776e-138
"SERPINI1",2.90549713197589e-142,2.15706629231653,0.445,0.07,6.8813794073717e-138
"SNX91",3.67156484783113e-142,1.43452575323567,0.818,0.298,8.69573418560324e-138
"KRT18",7.12271737311765e-142,2.23441915805676,0.729,0.249,1.68694438264919e-137
"TEX2",3.60348315339704e-141,2.19330453719105,0.655,0.172,8.53448950050556e-137
"GPR561",1.16001147059296e-140,1.20850064406323,0.924,0.409,2.74737116695236e-136
"MAP1B",1.71745703098043e-140,0.512535468515256,0.691,0.174,4.06762523217405e-136
"UCN2",2.00060632716555e-140,4.9035837223148,0.329,0.035,4.73823602525889e-136
"GBA",2.73929763465429e-140,1.70640283269201,0.8,0.269,6.48775251791521e-136
"MTRNR2L2",5.21330592592172e-140,1.41771876206189,1,0.999,1.2347193754953e-135
"SLC39A14",5.25242371335659e-140,2.33287450670187,0.703,0.217,1.24398403227137e-135
"ARL2",5.26966277630065e-140,1.58303679174096,0.866,0.324,1.24806693193905e-135
"CTSA",6.65495584336861e-140,1.63367447824373,0.956,0.437,1.57615974194342e-135
"C4orf48",5.06555440169357e-139,2.26033355679716,0.758,0.256,1.1997259044971e-134
"BAGE",5.63252331585151e-139,3.1803405295813,0.397,0.057,1.33400682212627e-134
"CYP27A1",2.09216010078199e-138,1.3381794039648,0.77,0.215,4.95507198269206e-134
"KRT10",2.78236802600645e-138,1.19609146745877,0.756,0.226,6.58976043279369e-134
"CALU",3.39664804261731e-138,1.23578764041518,0.956,0.52,8.04462122413485e-134
"SH3D21",3.99714423638416e-138,3.44380876634011,0.423,0.068,9.46683640945224e-134
"USP6NL",7.31090052362024e-138,2.03030896885598,0.549,0.121,1.73151368001422e-133
"ROBO1",1.21234290181265e-137,2.41547944045939,0.625,0.164,2.87131292865309e-133
"ANXA5",2.4437983105246e-137,1.5233561664723,0.992,0.554,5.78789191864645e-133
"CRIP2",3.95441738502049e-137,0.692353940266366,0.699,0.19,9.36564213468252e-133
"FMO5",4.15158114457264e-137,2.74967220200319,0.357,0.044,9.83260478280584e-133
"PLOD1",5.18584069598655e-137,1.40971203385496,0.77,0.236,1.22821451043745e-132
"CRELD1",1.86958275445875e-136,2.00920002266586,0.643,0.177,4.4279197956601e-132
"PRDX1",5.67781519323017e-136,1.48091086246152,0.986,0.579,1.34473375036463e-131
"DMXL2",6.89344817094791e-136,2.18964406994397,0.629,0.169,1.6326442648073e-131
"IER3",7.84295554566832e-136,1.4974476964398,0.707,0.199,1.85752559143609e-131
"PLEKHA4",2.34483638553516e-135,2.47779856021663,0.573,0.139,5.55351049550147e-131
"TPP1",3.83543535675765e-135,1.53208105284464,0.984,0.632,9.08384509894482e-131
"PTPRM",1.02363298435285e-134,1.73985827372969,0.669,0.186,2.42437236014129e-130
"BFSP1",1.47184647197629e-134,4.55762192459534,0.321,0.035,3.48592118422864e-130
"ATP6V0A11",1.5775264282432e-134,2.01558313501863,0.721,0.229,3.7362135926512e-130
"LINC00473",1.83887317428566e-134,2.15261419018798,0.547,0.119,4.35518722597816e-130
"BOK",2.3256442969485e-134,3.0829104888924,0.347,0.042,5.50805595289283e-130
"TSPAN4",2.7783546306186e-134,1.57159710670115,0.778,0.245,6.58025510715709e-130
"KIAA1598",2.13290049686588e-133,1.79392032457476,0.669,0.185,5.05156153677714e-129
"CREB3L2",2.93656715973367e-133,1.64646260187321,0.924,0.403,6.95496566111324e-129
"LARGE",1.96822181157343e-132,2.38966296831374,0.413,0.066,4.6615365385305e-128
"CNPY2",4.45482728531936e-132,1.56829559734595,0.922,0.404,1.05508129425504e-127
"TRIM2",9.29095114682136e-132,1.32080714579707,0.705,0.2,2.20046886961317e-127
"TMEM14C",1.91599144037108e-131,1.53238501850911,0.88,0.339,4.53783412737486e-127
"TMEM106C",2.44075389511425e-131,1.56528594705129,0.735,0.23,5.78068152518859e-127
"PTTG1IP",3.52230884113901e-131,0.939226081254891,0.972,0.414,8.34223625935362e-127
"ECM1",7.07578148489572e-131,1.77197911788736,0.633,0.158,1.6758280868827e-126
"GPR143",1.43612031714585e-130,1.0941705470519,0.707,0.188,3.40130735912823e-126
"GNPTG",1.81924413514043e-130,1.49089536420935,0.854,0.337,4.3086978096666e-126
"LY6E",1.15784092747195e-129,1.72746461998499,0.958,0.596,2.74223045262458e-125
"CPEB2",2.3035984647811e-129,1.78415449640013,0.587,0.149,5.45584260398755e-125
"CCDC47",2.95758301557187e-129,1.57140831611674,0.896,0.379,7.00473961408041e-125
"PKM",3.87315131722679e-129,1.81150458450676,0.988,0.74,9.17317157971994e-125
"EPDR1",3.95697191126544e-129,3.33419390036842,0.395,0.061,9.37169227464107e-125
"CD58",4.23244396521944e-129,1.65739898992043,0.828,0.327,1.00241202872257e-124
"MAGEA12",4.9117889918306e-129,3.06352756896067,0.439,0.079,1.16330810482516e-124
"WEE1",3.33626396972598e-128,2.1439744535349,0.577,0.151,7.901607585899e-124
"IFI27L2",5.92810948683539e-128,1.44459262349084,0.796,0.276,1.40401345086209e-123
"PEG10",6.65375975424498e-128,1.84110237709594,0.591,0.142,1.57587646019538e-123
"ITFG3",9.09387833471899e-128,1.75588906105702,0.723,0.234,2.15379414479485e-123
"COL9A3",2.83040150105971e-127,2.18345017174026,0.375,0.053,6.70352291510982e-123
"LOC729013",4.45077733509174e-127,1.28591844792259,0.567,0.136,1.05412210404313e-122
"AIF1L",4.55598383006663e-127,2.55603893521785,0.541,0.126,1.07903921031298e-122
"ATP6V1E1",5.79393246852776e-127,1.49336546511652,0.902,0.41,1.37223496584611e-122
"PLXNA1",9.48767348888011e-127,1.61315817205941,0.703,0.208,2.24706058910637e-122
"SDCBP",1.88641444861367e-126,1.44891205469572,0.984,0.564,4.46778398009661e-122
"COL12A1",3.95632044685211e-126,2.24088304723866,0.429,0.076,9.37014934632454e-122
"DSCR8",7.95282481607151e-126,3.19280485009478,0.301,0.033,1.88354702943838e-121
"ST7",1.80949039277206e-125,2.35064433166819,0.559,0.137,4.28559704624134e-121
"ERBB2",3.75231148952078e-125,3.0489842610888,0.455,0.091,8.88697453178103e-121
"GNG12",4.39380019889332e-125,1.54111164147339,0.739,0.231,1.04062763910589e-120
"CDH2",4.56836307593963e-125,2.18944675592801,0.429,0.074,1.08197111090554e-120
"LRP1",6.82363405882596e-125,1.10828689782879,0.667,0.194,1.61610949049234e-120
"CD9",3.1507355509701e-124,0.669759376922657,0.754,0.22,7.46220207891759e-120
"MAGED2",2.05595802510758e-123,1.53072528010732,0.9,0.382,4.86933098666479e-119
"LOC100505865",5.29773100111577e-123,2.65181268992292,0.491,0.107,1.25471461030426e-118
"CORO1C",6.5627096983527e-123,1.40361835320304,0.822,0.312,1.55431216495785e-118
"LAPTM4A",1.44681171559253e-122,1.41921469575662,0.946,0.447,3.42662886720934e-118
"NR4A1",2.34562624631595e-122,1.5557575234533,0.806,0.309,5.5553812017747e-118
"TMED10",5.32949825401632e-122,1.46554015329115,0.98,0.753,1.26223836648123e-117
"ARHGEF40",5.76562916176369e-122,3.1918186338295,0.531,0.132,1.36553161067211e-117
"AHNAK",1.32849311912819e-121,1.51548887838241,0.982,0.665,3.1464031033432e-117
"PAGE5",2.081960799288e-121,3.68346913121568,0.305,0.035,4.9309159570337e-117
"LINC00116",2.94722441954124e-121,1.86532732814667,0.729,0.261,6.98020631524148e-117
"LONP2",3.5780117253589e-121,1.56093241045917,0.952,0.619,8.47416297034002e-117
"HSP90AB1",6.48151643458789e-121,1.24013920396012,1,0.841,1.5350823523678e-116
"ATP6V1G1",7.79177054568996e-121,1.41925816112623,0.984,0.628,1.84540293604121e-116
"MT1E",1.04533238239662e-120,3.12793518851109,0.573,0.156,2.47576521446816e-116
"FAP",1.73931503669997e-120,2.2505074144574,0.335,0.044,4.1193937329202e-116
"SAT1",5.68363605118878e-120,1.07725965424908,0.998,0.724,1.34611236236355e-115
"GSTM1",8.92834415133894e-120,1.23144940009306,0.463,0.093,2.11458902880311e-115
"LBX2-AS1",5.46935236142612e-119,2.92154150496496,0.457,0.095,1.29536141328016e-114
"SPINT1",6.00509557846748e-119,3.09609769057333,0.339,0.047,1.42224683680424e-114
"TBC1D10A",9.26782563026367e-119,1.3635975115163,0.715,0.24,2.19499182227165e-114
"PLXNB3",1.48191834606301e-118,2.29541978730463,0.507,0.118,3.50977541081564e-114
"MAML3",2.87047987170814e-118,2.19699578123599,0.517,0.121,6.79844452815356e-114
"LOC100506451",3.10117912275896e-118,3.85844952582458,0.335,0.047,7.34483263434233e-114
"ST3GAL6",3.33228318278542e-118,2.22167776365746,0.854,0.502,7.89217949010898e-114
"COA3",6.52575504420235e-118,1.45715127738092,0.762,0.272,1.54555982466888e-113
"DSTN",1.2219762165651e-117,0.815778635270711,0.936,0.397,2.89412847131279e-113
"NEAT1",1.40033948765018e-117,1.5779187767061,0.97,0.737,3.31656404255069e-113
"SUMF2",1.44717230998728e-117,1.92551705341962,0.928,0.7,3.42748289897387e-113
"AKAP12",1.36513458441368e-116,0.520071555084606,0.707,0.241,3.23318474972536e-112
"ARHGEF17",3.07701660263409e-116,2.67796518965595,0.407,0.074,7.28760612167858e-112
"MKRN9P",6.78306386846106e-116,4.4595845041355,0.263,0.026,1.60650084660632e-111
"SH3BP4",1.02250751376119e-115,3.07643559292949,0.385,0.065,2.42170679559201e-111
"VASN",1.09960870728589e-115,2.53952273542902,0.361,0.056,2.60431326233591e-111
"PTPRS",2.22565361521376e-115,1.15307553026289,0.735,0.229,5.27123802227228e-111
"CPQ",6.99949829644403e-115,1.72116193023832,0.661,0.207,1.6577611765298e-110
"EPS8",1.03454593582206e-114,1.58103192495778,0.689,0.209,2.45021859440096e-110
"FKBP2",1.46571741087959e-114,1.45557397965997,0.834,0.342,3.47140511592723e-110
"MTUS1",2.93103992218278e-114,1.28983231362943,0.631,0.18,6.94187495169769e-110
"TPD52L1",4.05333399169429e-114,3.11953578193902,0.311,0.04,9.59991622592876e-110
"PHLDA3",9.51641838191798e-114,2.48683295048728,0.447,0.094,2.25386852957345e-109
"HEXA",2.06372935064151e-113,1.56355393017995,0.874,0.405,4.88773659405935e-109
"LOC401397",2.29798274528224e-113,1.25070954577918,0.699,0.227,5.44254233392646e-109
"NDUFB2",2.46810298955993e-113,1.38962385638665,0.932,0.471,5.84545512047373e-109
"FCGR2A",4.13321654459593e-113,0.594883497526999,0.719,0.282,9.78911006422101e-109
