"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"DKK31",6.89546307447766e-61,3.10895040757073,0.489,0.057,1.63312147455929e-56
"NFIB",3.83140363330152e-60,4.60569673775138,0.659,0.114,9.07429636511132e-56
"ADIRF",5.6717933342846e-60,3.25711928188385,0.307,0.022,1.34330753329196e-55
"EBF11",7.19505442039809e-60,4.22362995095305,0.693,0.124,1.70407668892708e-55
"TGFBI1",1.90420425349461e-59,4.19214070090394,0.602,0.095,4.50991735397664e-55
"NT5E",2.05773993191886e-59,3.62222929330556,0.5,0.062,4.87355125475662e-55
"GFPT2",6.69990648865896e-59,6.9010743199006,0.466,0.056,1.58680585277399e-54
"MSC2",1.54412338416145e-58,3.74395163088357,0.511,0.066,3.65710182304798e-54
"WISP1",2.00612919198544e-58,5.76414744016164,0.25,0.014,4.75131637829832e-54
"GNG111",9.68275276137153e-58,2.28924916017571,0.591,0.089,2.29326316400323e-53
"VASN1",1.01475640581792e-57,5.00201881733795,0.545,0.08,2.40334907153916e-53
"LPHN2",1.04470907648847e-57,3.31408974442987,0.295,0.021,2.4742889767553e-53
"AKR1C1",1.56507584861839e-57,4.89519427443744,0.307,0.023,3.70672563986779e-53
"SSC5D",2.07185464043717e-57,4.33659640911221,0.33,0.027,4.9069805304114e-53
"GPR133",4.70725533804907e-57,6.26689629488784,0.284,0.02,1.11486635426354e-52
"STC2",7.12374399458243e-57,7.21681293472618,0.284,0.02,1.6871875276769e-52
"CDC42EP2",1.03046923024345e-56,4.35698958199173,0.352,0.031,2.44056332490859e-52
"ASPN",1.54112511474065e-56,7.01618664578987,0.341,0.03,3.65000072175176e-52
"CFB",4.04087468383791e-56,7.11513254243537,0.466,0.057,9.5704076012017e-52
"MIR100HG1",7.58039352873341e-56,3.6916388435104,0.466,0.057,1.79534040334522e-51
"LRP14",7.77271409590194e-56,5.13099695550077,0.841,0.233,1.84088960647342e-51
"FAP1",2.02457413372984e-55,5.3291174929674,0.489,0.067,4.79500137832574e-51
"FAT4",5.12456710066566e-55,4.53873053347539,0.352,0.032,1.21370247212165e-50
"TMEM176B1",5.69522046036895e-55,3.76329454995467,0.443,0.052,1.34885601383378e-50
"HTRA31",1.0839808968839e-54,6.8132096386552,0.295,0.023,2.56730035617984e-50
"SCARA5",1.24392874123735e-54,8.88147338273432,0.25,0.016,2.94612083074655e-50
"PPAP2A",2.97305885050634e-54,2.91519977864909,0.784,0.178,7.04139258153922e-50
"LURAP1L",4.18719964539694e-54,5.48916358981524,0.318,0.027,9.91696364015811e-50
"PLAGL1",1.01082306954562e-53,4.14077092641248,0.489,0.063,2.39403335791185e-49
"NUPR14",2.182740381e-53,2.85432300426075,0.625,0.11,5.16960231836041e-49
"ZFHX4",2.19139132877851e-53,4.04983977871469,0.398,0.043,5.19009122307902e-49
"TSHZ3",7.67295864045243e-53,3.6745726002983,0.284,0.021,1.81726352440475e-48
"TGFB3",9.94605581439028e-53,5.93332779667554,0.364,0.036,2.35562385908019e-48
"AMOTL22",1.07022499782662e-52,4.5219333249334,0.557,0.092,2.53472088485257e-48
"PEAR11",2.32899763627682e-52,2.47377831552999,0.318,0.027,5.51599800175803e-48
"ACTA2",2.60023498588125e-52,7.71519499133373,0.682,0.144,6.15839654056116e-48
"PTGDS1",2.75967031955488e-52,5.01675983965059,0.375,0.039,6.53600318483377e-48
"NREP1",3.83600392913953e-52,4.50789724604715,0.58,0.095,9.08519170577405e-48
"TP53I11",6.27434342349136e-52,2.30662583400905,0.58,0.093,1.48601549641969e-47
"C1orf541",1.04454397366205e-51,2.57110392512162,0.386,0.041,2.47389794722119e-47
"SPOCD1",1.07502714541288e-51,4.21861324776548,0.25,0.017,2.54609429119585e-47
"PRKG1",1.12827192070114e-51,3.48873704198912,0.341,0.032,2.67219921698857e-47
"ECM2",6.45719807505963e-51,5.54958439439115,0.33,0.031,1.52932279209712e-46
"CLU",1.29289023182206e-50,6.10856986283924,0.693,0.15,3.06208122504736e-46
"PLSCR4",1.56401596352384e-50,3.33477049070881,0.534,0.084,3.70421540800985e-46
"HSPB22",7.06090686110774e-50,4.64783895831579,0.364,0.039,1.67230518098476e-45
"SDC1",1.34457776555379e-49,3.21079370031856,0.295,0.025,3.1844979799376e-45
"PI16",6.31220955450046e-49,9.09535730367339,0.25,0.018,1.49498371088789e-44
"SH3D192",9.75665033186766e-49,3.39994612796823,0.545,0.089,2.31076506459954e-44
"CACNA1C",1.59823742019608e-48,4.45557031938204,0.375,0.042,3.7852655059924e-44
"WASF3",2.06418434448007e-48,3.06531789357337,0.261,0.02,4.88881420146659e-44
"CNN36",3.12544123175228e-48,2.72083747093585,0.943,0.316,7.4022950132821e-44
"NFIX3",3.57708523627164e-48,4.23837548203339,0.409,0.051,8.47196867358576e-44
"FAM171A1",5.48328300344357e-48,2.19031863281271,0.352,0.036,1.29866074653557e-43
"LIMS2",8.18824279952651e-48,2.71603189807969,0.477,0.068,1.93930342463986e-43
"C10orf101",1.3022801013349e-47,5.89382010620653,0.5,0.079,3.08432019200158e-43
"POSTN2",1.60216616856639e-47,5.44563513354586,0.409,0.051,3.79457035363264e-43
"NYNRIN",1.85436022367051e-47,5.06734206357652,0.273,0.022,4.39186675374124e-43
"MGP1",1.9954069300134e-47,6.11840045259251,0.568,0.105,4.72592177304373e-43
"PDLIM11",4.67910661418161e-47,2.10622912724436,0.682,0.138,1.10819961050277e-42
"CNRIP12",1.44635911589417e-46,3.4818156762137,0.523,0.084,3.42555693008376e-42
"LAMC15",1.62294809403015e-46,3.64655937475598,0.761,0.208,3.843790265901e-42
"AKR1C31",6.31207282062484e-46,3.37591156185,0.409,0.052,1.49495132683679e-41
"LIMA14",8.20463613320388e-46,3.3702215757526,0.875,0.278,1.94318602178801e-41
"NEGR1",9.17199105234466e-46,3.89842060403263,0.341,0.037,2.17229436083731e-41
"DPYSL31",1.22906675368378e-45,4.43352909465785,0.466,0.07,2.91092169942466e-41
"GPC61",4.45219425416885e-45,3.94410772889254,0.375,0.045,1.05445768715735e-40
"PAPPA",6.25208788470604e-45,3.92540595636688,0.318,0.032,1.48074449461378e-40
"FAT12",7.01399369174653e-45,3.35321957326469,0.625,0.129,1.66119426595325e-40
"EGFLAM1",7.25789722208896e-45,5.5176155108116,0.307,0.03,1.71896037807955e-40
"JAG12",2.21828040380606e-44,3.15074308984967,0.557,0.099,5.25377530837427e-40
"KITLG",5.04544468765631e-44,4.99656157136794,0.284,0.026,1.19496311982452e-39
"FRZB1",8.29499752951643e-44,3.90977380800799,0.352,0.04,1.96458721489067e-39
"CACNB4",8.97645066688044e-44,3.31349348541112,0.25,0.02,2.12598257594396e-39
"SPON1",9.14009326943786e-44,5.39139052198184,0.341,0.039,2.16473968993366e-39
"ABCC31",1.21029941856262e-43,4.86801886635968,0.284,0.027,2.8664731429237e-39
"TNFAIP6",1.50687139976313e-43,5.79449310514489,0.25,0.02,3.568874223199e-39
"TIMP13",1.91335706273791e-43,3.5177575365957,0.966,0.391,4.53159486738847e-39
"PDLIM71",1.95966307575306e-43,3.39689189974581,0.739,0.208,4.64126602861356e-39
"NID14",1.97464969013626e-43,3.13494360197671,0.727,0.171,4.67676032611872e-39
"PCOLCE21",2.19021671803837e-43,6.24279175562697,0.284,0.027,5.18730927500206e-39
"MEOX22",2.43526875713494e-43,4.5012091756082,0.341,0.039,5.76769052439839e-39
"LAMA3",4.55330546366279e-43,5.56371276329097,0.307,0.032,1.0784048660139e-38
"CYGB2",4.82915476842191e-43,4.33909246808857,0.386,0.051,1.14373701535305e-38
"TCF41",6.36697976858202e-43,1.37137234172485,0.795,0.199,1.50795548839097e-38
"THSD4",8.40378743614218e-43,3.64253262497647,0.284,0.027,1.99035301637591e-38
"SNAI24",9.30866544444591e-43,2.29901294063462,0.602,0.12,2.20466432386257e-38
"CKB1",3.84328344144395e-42,3.34118170041308,0.318,0.034,9.10243250271584e-38
"SELM1",4.06988193380026e-42,3.08078393737597,0.841,0.275,9.63910837201254e-38
"RND35",6.9858960813159e-42,3.6306720025762,0.67,0.159,1.65453962789886e-37
"PLXDC21",7.46175959669177e-42,3.3937961886565,0.386,0.05,1.76724314288048e-37
"GUCY1A3",7.75118295141433e-42,5.73147894014459,0.33,0.038,1.83579017021297e-37
"MYLK1",1.25124648891027e-41,5.39787311654737,0.511,0.095,2.96345218433509e-37
"EPAS1",1.28588600653242e-41,4.17355922818805,0.659,0.159,3.04549241787138e-37
"RBMS36",1.39378740453763e-41,2.7437670426341,0.727,0.195,3.30104608890692e-37
"RBPMS2",1.5794212701356e-41,3.40501512826606,0.523,0.095,3.74070133618915e-37
"CDC42EP13",1.81714288961614e-41,3.36321811181167,0.466,0.077,4.30372121976686e-37
"RNASE4",1.98961873775727e-41,3.74490639040434,0.455,0.072,4.71221301850432e-37
"PTRF1",2.3863489193171e-41,4.95299622450832,0.909,0.446,5.65182878051062e-37
"PRKCDBP3",2.70966768123769e-41,2.9439606003133,0.716,0.192,6.41757693624334e-37
"TEAD3",3.01366230970403e-41,4.04698237761922,0.352,0.043,7.13755781430304e-37
"CCL21",7.12221026055749e-41,8.75820545858343,0.25,0.022,1.68682427811044e-36
"CTSK5",1.21271665578333e-40,2.77555734481674,0.818,0.236,2.87219812755723e-36
"RIN22",2.12156651159624e-40,2.05086918992368,0.557,0.11,5.02471812606453e-36
"CKAP43",2.76684337809624e-40,4.1142336563881,0.557,0.119,6.55299185668313e-36
"PRICKLE1",3.23398950118653e-40,2.94203557432122,0.352,0.044,7.65938073461018e-36
"IGFBP32",4.67599140893708e-40,2.30756670090189,0.443,0.071,1.10746180529266e-35
"NFASC1",5.59736832670029e-40,5.58241771956311,0.284,0.029,1.3256807144957e-35
"EHD2",5.88628438953282e-40,5.82507489566295,0.898,0.482,1.39410759481695e-35
"BMP13",6.69946269286223e-40,4.00855896082473,0.557,0.116,1.58670074417749e-35
"RRAS",8.67841097903435e-40,3.54227406574243,0.352,0.045,2.0553948562745e-35
"DEPTOR1",9.90055476765685e-40,3.90114207879625,0.364,0.048,2.34484739117185e-35
"SERPINH14",1.35891380363652e-39,3.25239665932629,0.841,0.298,3.21845145253273e-35
"FADS22",1.64560493232235e-39,3.07257946930605,0.545,0.11,3.89745072171226e-35
"GAS61",2.0275699804689e-39,3.65830538942401,0.432,0.07,4.80209674174254e-35
"TMEM45A2",2.28636588275675e-39,3.9949683079269,0.432,0.068,5.4150289567211e-35
"FERMT23",6.74318490468284e-39,3.36814947631726,0.545,0.112,1.59705591282508e-34
"LTBP11",7.56216718478421e-39,5.51769638756718,0.352,0.047,1.79102367604429e-34
"CD34",8.33402194542053e-39,2.07672253733978,0.25,0.023,1.9738297575534e-34
"ERRFI11",1.14407150229777e-38,1.63429104522991,0.534,0.1,2.70961894604204e-34
"BOC",3.17593710002301e-38,6.02736464200567,0.295,0.033,7.5218894276945e-34
"IFITM34",6.11297147554301e-38,2.73037361510052,0.989,0.596,1.44779616426761e-33
"DPYSL22",6.52916236894795e-38,2.54713079559504,0.875,0.32,1.54636681546163e-33
"DLG51",7.59720304993446e-38,1.17656092636418,0.511,0.096,1.79932157034648e-33
"BACE13",8.52023683797578e-38,2.98437964607581,0.5,0.095,2.01793289270618e-33
"CA12",2.02275880281396e-37,7.43343894450768,0.443,0.082,4.79070194858458e-33
"NFIC3",2.25585542053081e-37,2.70027763659507,0.807,0.271,5.34276797798516e-33
"HAS23",2.78014856923994e-37,5.71217121421689,0.398,0.062,6.58450387138787e-33
"SORBS3",3.08915117639934e-37,2.99654934263512,0.591,0.141,7.31634564618421e-33
"SEPP11",8.19762942710324e-37,1.42446288340682,0.602,0.14,1.94152655351513e-32
"FBLN11",1.26117471926291e-36,7.16037248970834,0.807,0.326,2.98696620510228e-32
"FN11",1.64265152847671e-36,2.88645011778896,0.795,0.287,3.89045588004424e-32
"TUBB64",2.93685392813309e-36,4.48559770755143,0.625,0.168,6.9556448433904e-32
"DDR25",2.9883140687524e-36,3.74181649328323,0.58,0.137,7.07752304043318e-32
"FST1",3.40611799897027e-36,5.22270412445337,0.261,0.027,8.06704986876119e-32
"NTRK2",4.7851506348642e-36,5.25379314035238,0.295,0.036,1.13331507636124e-31
"CTTN6",8.10283779278651e-36,2.6081439394503,0.898,0.364,1.91907610284356e-31
"ARHGAP291",1.08353467731056e-35,1.57342916601682,0.455,0.079,2.56624352974233e-31
"MAGED4B1",1.4171800265983e-35,3.06150368048328,0.352,0.05,3.35644917499542e-31
"ITGA51",1.553795897649e-35,2.88160981870547,0.534,0.112,3.6800102039919e-31
"ARMCX22",2.9756684190684e-35,2.16175265703633,0.466,0.086,7.0475730837216e-31
"MAGED41",3.55365951104095e-35,3.01679072883007,0.352,0.05,8.41648718594939e-31
"DBNDD21",3.97176667488991e-35,2.6206874901004,0.5,0.098,9.40673219280926e-31
"PHLDB14",5.98961899022812e-35,3.33986795663256,0.682,0.196,1.41858136164563e-30
"SETD72",6.70726086317091e-35,2.3521530248124,0.511,0.105,1.5885476628334e-30
"WBP55",9.25418835790725e-35,2.57672783216286,0.716,0.212,2.19176197068675e-30
"ENG",1.00679344368466e-34,1.8905008560891,0.659,0.195,2.38448959202274e-30
"TWSG13",1.65362806472167e-34,2.32295601796665,0.58,0.14,3.9164527084868e-30
"PRSS232",1.7902948558004e-34,3.73564967230937,0.693,0.21,4.24013433647766e-30
"TPPP31",2.57698440648194e-34,6.49969707900892,0.261,0.029,6.10332986831183e-30
"ASAP3",1.07345175674989e-33,3.34853110219399,0.261,0.029,2.54236314068644e-29
"CXCR7",1.08309522429589e-33,4.90276293583586,0.261,0.029,2.56520272922238e-29
"MARCKS5",1.13688061805299e-33,2.31793312694381,0.807,0.273,2.69258805579671e-29
"PMP226",1.7591955792378e-33,2.5534300200884,0.807,0.268,4.1664788098668e-29
"NDN",1.84719817328649e-33,4.62283013529962,0.261,0.029,4.37490415361173e-29
"TRIP103",2.89191290085393e-33,2.8839619849586,0.466,0.092,6.84920651438245e-29
"LOC6451663",3.55836618864026e-33,3.15188832917279,0.591,0.151,8.4276344811756e-29
"MGLL2",3.58447537853135e-33,4.23379656728732,0.443,0.089,8.48947148651365e-29
"CLEC11A4",3.76814110733062e-33,3.41951635744288,0.511,0.115,8.92446539860184e-29
"MAGI1",4.37706755375365e-33,1.92259673385141,0.273,0.032,1.03666467943101e-28
"LXN",5.19593890951007e-33,3.38030130068821,0.432,0.08,1.23060617132837e-28
"FSCN11",9.35857415086605e-33,2.34517315253078,0.5,0.11,2.21648470189112e-28
"LDB2",1.15704537508057e-32,1.59789082847699,0.273,0.032,2.74034626634083e-28
"HSPB83",1.15777254180347e-32,2.52076446294485,0.557,0.129,2.74206848800733e-28
"LAMB14",1.44894469581228e-32,3.56570200544274,0.682,0.197,3.4316806175618e-28
"SLC8A11",2.21853234237601e-32,2.7308539542738,0.295,0.038,5.25437199968334e-28
"JAM33",3.30016089658109e-32,3.22985174319262,0.568,0.134,7.81610106746266e-28
"CERCAM3",4.33157028473344e-32,3.58601649095302,0.602,0.166,1.02588910623627e-27
"VCL1",5.03855180600895e-32,3.22948022185933,0.682,0.22,1.19333060973516e-27
"DBN11",5.28931801060203e-32,3.46154597621906,0.602,0.167,1.25272207763099e-27
"ABCA81",8.39644703755602e-32,4.71539792854431,0.307,0.042,1.98861451637477e-27
"HEG1",8.8541511712777e-32,1.56236720966333,0.568,0.135,2.09701716340541e-27
"MEST2",1.03795721868133e-31,2.78922563121768,0.432,0.081,2.45829787672486e-27
"DOK51",1.23455354833532e-31,3.1387698710621,0.295,0.039,2.92391662387736e-27
"PLS37",1.53709534727089e-31,2.74680657702771,0.739,0.25,3.64045662047638e-27
"NLGN2",1.60843074790379e-31,3.60901610736609,0.261,0.031,3.80940738333534e-27
"PHLDB22",2.44985649540899e-31,2.22656487270304,0.42,0.078,5.80224012372664e-27
"DSTN5",2.47536771311966e-31,3.1172260846979,0.898,0.446,5.8626608917526e-27
"NR2F23",3.71123950387309e-31,4.12078623608241,0.5,0.115,8.78969964097302e-27
"ANXA25",4.55237032989801e-31,2.72133940366567,0.955,0.576,1.07818338893304e-26
"LAPTM4A5",4.60918235693447e-31,2.3237206490588,0.932,0.492,1.09163874941636e-26
"RUSC22",5.01288576948865e-31,3.41195972245147,0.455,0.095,1.18725186564569e-26
"CAMK2N11",5.02649855332459e-31,2.9325942165366,0.386,0.067,1.1904759173694e-26
"MEIS23",6.69509510580731e-31,2.58998282597496,0.455,0.092,1.5856663248594e-26
"COLEC121",8.87534291215284e-31,4.73922144042495,0.25,0.029,2.10203621531428e-26
"GUCY1B3",1.03435953907664e-30,5.14790452813271,0.295,0.041,2.44977713234911e-26
"ADAMTS7",2.05418251554067e-30,3.31213196214847,0.261,0.032,4.86512586980653e-26
"TP53I32",2.12411604933191e-30,3.21124641716026,0.443,0.091,5.03075645123771e-26
"NFIA3",2.48473122876694e-30,2.31700166832796,0.716,0.23,5.88483744221162e-26
"RARRES11",3.94142434331003e-30,7.79495858465738,0.273,0.036,9.33486941469548e-26
"CDR2L1",8.86689633005327e-30,3.13644622484365,0.341,0.055,2.10003572680982e-25
"TUSC35",9.58248733088078e-30,2.83079477893038,0.466,0.1,2.2695162994458e-25
"ARHGAP10",1.09853110959694e-29,2.35654440517127,0.466,0.098,2.60176107996938e-25
"PEA152",1.32852898795819e-29,3.39407009692375,0.818,0.354,3.14648805508017e-25
"GPC42",1.53482805396676e-29,5.07655646378641,0.284,0.039,3.63508676301488e-25
"FAM20C1",1.71420986154502e-29,2.29550145321633,0.284,0.038,4.05993463608323e-25
"LMO7",2.43685173264498e-29,3.20393930313035,0.455,0.097,5.77143964359637e-25
"VIM6",2.81812336259701e-29,1.70523613386767,1,0.815,6.67444337197475e-25
"ANK24",2.87860815215648e-29,3.72550170046585,0.5,0.115,6.8176955475674e-25
"MPZL15",2.94291154576439e-29,2.37573488278921,0.705,0.232,6.96999170498837e-25
"DSE1",4.26572260547021e-29,1.42136030056004,0.307,0.045,1.01029374187956e-24
"LAMB26",4.41967684187105e-29,2.68494457294562,0.795,0.285,1.04675626322874e-24
"AKAP123",5.09521392828978e-29,2.00343376778982,0.761,0.282,1.20675046677615e-24
"S100A163",5.41850531211766e-29,3.01641905910472,0.625,0.196,1.28331879812195e-24
"MYADM2",7.77539362908696e-29,2.76205154642036,0.909,0.53,1.84152422711296e-24
"PARVA7",8.73706975478568e-29,3.02024878615968,0.852,0.494,2.06928760072344e-24
"DAB22",1.04012681950759e-28,2.15328435439307,0.67,0.213,2.46343635932178e-24
"ECM14",1.21531258115955e-28,2.9836290196386,0.636,0.201,2.87834631721829e-24
"ALDH21",1.21626246370591e-28,1.77337181392874,0.398,0.072,2.88059601904107e-24
"TPM44",1.39077786514163e-28,3.39852642810142,0.92,0.6,3.29391829580145e-24
"APP3",1.81326342646898e-28,1.36335215190501,0.75,0.24,4.29453309924912e-24
"MYO1B6",2.4111749717338e-28,3.77900554696457,0.5,0.128,5.71062680305433e-24
"OMD",2.71636096388883e-28,4.83638134266044,0.295,0.043,6.4334293068743e-24
"TBX181",3.11509809001415e-28,4.07836651573552,0.25,0.031,7.37779831638951e-24
"RBFOX27",3.47821759846241e-28,2.6805002391135,0.614,0.185,8.23781056019836e-24
"VIT1",5.48997812556149e-28,3.68270866479215,0.25,0.032,1.30024641925798e-23
"LOC100505633",5.7654195499812e-28,6.16136367183905,0.273,0.039,1.36548196621755e-23
"PDGFC1",7.08059891748491e-28,2.57985119707871,0.261,0.035,1.67696904761713e-23
"MMP191",9.91614762566937e-28,3.8196004713707,0.341,0.061,2.34854040366353e-23
"FNDC3B4",1.96868405288363e-27,2.24887421781433,0.739,0.266,4.66263131084959e-23
"CST33",2.37683132438332e-27,1.93875623563351,0.898,0.377,5.62928730866944e-23
"BAG21",2.52091477534861e-27,2.27714398933997,0.375,0.071,5.97053455393566e-23
"OLFML1",2.64500246186027e-27,6.03925083838694,0.477,0.128,6.26442383066985e-23
"TMCO32",4.17879169559605e-27,2.33110527432412,0.511,0.131,9.89705025184969e-23
"KDELR35",4.71907016269655e-27,2.80115833018387,0.534,0.147,1.11766457733305e-22
"TCF7L25",5.03510554122162e-27,2.94634276392515,0.523,0.136,1.19251439638293e-22
"LOC4000433",8.94704054065755e-27,3.60805591002019,0.33,0.057,2.11901708164933e-22
"GPC11",1.0348310884357e-26,2.55136771720912,0.33,0.058,2.45089394985111e-22
"TNFRSF11B1",1.0829366173528e-26,3.06295505396273,0.25,0.033,2.56482708453836e-22
"SMARCA16",1.36120060068948e-26,3.1792908520808,0.557,0.151,3.22386750267297e-22
"HSPG21",3.8045263904372e-26,2.07744399234945,0.682,0.247,9.01064030311146e-22
"PDE5A",4.26307881232411e-26,2.07733646397037,0.398,0.082,1.00966758591084e-21
"GSN4",4.37653279312456e-26,2.52479933055946,0.886,0.373,1.03653802672362e-21
"TPST12",4.81466041115126e-26,3.66245289252579,0.511,0.141,1.14030417177706e-21
"MEG3",4.88186387185704e-26,6.80958690338638,0.773,0.396,1.15622063941062e-21
"CRIM11",6.39211171935127e-26,2.08380555191629,0.591,0.177,1.51390773961116e-21
"ITSN17",7.00697217700181e-26,2.77472721644414,0.545,0.157,1.65953129040111e-21
"MEIS15",8.51955024565849e-26,2.95092340581331,0.443,0.102,2.01777028018176e-21
"KDELR23",8.82248194073086e-26,2.34039627981025,0.886,0.462,2.0895166228427e-21
"TICAM2",1.4902293077693e-25,1.81031227031912,0.25,0.034,3.5294590925208e-21
"UBE2E22",1.60807187409529e-25,1.38491158376094,0.489,0.116,3.80855742660728e-21
"PXDC11",1.97019695900602e-25,2.42211950746924,0.375,0.076,4.66621447770985e-21
"DNMBP1",2.45884659043411e-25,2.89808968292651,0.409,0.089,5.82353226478415e-21
"SCUBE3",2.51269182569095e-25,6.23115551826494,0.25,0.036,5.95105931996645e-21
"ARHGEF172",2.93464623214386e-25,3.89031921215516,0.443,0.103,6.95041613620952e-21
"PTPRS6",4.25324795014374e-25,1.92682279394957,0.773,0.274,1.00733924451204e-20
"TNFRSF12A3",4.41966264602051e-25,2.61995651371859,0.545,0.163,1.0467529010835e-20
"SH3RF13",4.61842674944348e-25,3.20886829381762,0.386,0.082,1.09382819133819e-20
"TAX1BP3",5.34702001846638e-25,2.96486459896523,0.614,0.214,1.26638822117358e-20
"PDLIM43",5.93861704955288e-25,2.11776477865421,0.466,0.109,1.40650206201611e-20
"CALHM2",5.95562839386556e-25,1.12578855743473,0.5,0.123,1.41053102880312e-20
"DOCK14",6.05748018186218e-25,2.72103849080307,0.477,0.12,1.43465360627224e-20
"FAM127C4",6.30854252103883e-25,2.52382531316204,0.432,0.1,1.49411521068284e-20
"SPHK12",6.95003095607253e-25,3.35090460740581,0.386,0.084,1.64604533163622e-20
"ABCA62",6.96117001315032e-25,3.17842469728458,0.386,0.08,1.64868350591452e-20
"CDKN1A2",8.70087584895919e-25,3.50115070894332,0.67,0.236,2.06071543606749e-20
